product_id,product_name,brand,model_series,ram_capacity,rom_capacity,original_price,sale_price,stock_status,product_status,source_site,crawl_date
PROD_TGD_100778,Dien thoai Apple iPhone 14 Pro 16GB/64GB - Moi 100%,Apple,iPhone 14 Pro,16GB,64GB,33290000.0,31290000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100779,Dien thoai Apple iPhone 14 Pro 16GB/256GB - Moi 100%,Apple,iPhone 14 Pro,16GB,256GB,32800000.0,30800000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100780,Dien thoai Samsung Galaxy S24 Ultra 6GB/64GB - Moi 100%,samsung,Galaxy S24 Ultra,6GB,64GB,34020000.0,32020000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100781,Dien thoai Samsung Galaxy Z Fold6 8GB/512GB - Moi 100%,Samsung,Galaxy Z Fold6,8GB,512GB,39280000.0,38280000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100782,Dien thoai Xiaomi Poco X6 Pro 12GB/128GB - Moi 100%,Xiaomi,Poco X6 Pro,12GB,128GB,43740000.0,42740000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100783,Dien thoai Apple iPhone 13 12GB/64GB - Da kich hoat,Apple,iPhone 13,12GB,64GB,33150000.0,32650000.0,Con hang,Da kich hoat,TGDD,2026-06-11
PROD_CEL_100784,Dien thoai Oppo A78 12GB/1TB - Moi 100%,Oppo,A78,12GB,1TB,34810000.0,34810000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100785,Dien thoai Apple iPhone 15 Pro Max 6GB/64GB - Moi 100%,Apple,iPhone 15 Pro Max,6GB,64GB,39740000.0,37740000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100786,Dien thoai Apple iPhone 13 12GB/128GB - Moi 100%,Apple,iPhone 13,12GB,128GB,38220000.0,37220000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100787,Dien thoai Realme Realme 12 Rest 4GB/128GB - Moi 100%,Realme,Realme 12 Rest,4GB,128GB,37690000.0,36690000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100788,Dien thoai Vivo X100 Pro 6GB/64GB - Moi 100%,Vivo,X100 Pro,6GB,64GB,39460000.0,38960000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100789,Dien thoai Xiaomi Redmi Note 13 8GB/128GB - Moi 100%,Xiaomi,Redmi Note 13,8GB,128GB,40690000.0,40690000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100790,Dien thoai Samsung Galaxy Z Fold6 12GB/1TB - Moi 100%,Samsung,Galaxy Z Fold6,12GB,1TB,33910000.0,32910000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100791,Dien thoai Apple iPhone 15 Pro Max 12GB/256GB - Moi 100%,Apple,iPhone 15 Pro Max,12GB,256GB,35900000.0,35400000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100792,Dien thoai Realme Realme C65 8GB/512GB - Moi 100%,Realme,Realme C65,8GB,512GB,31270000.0,30270000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100793,Dien thoai Vivo V30 5G 8GB/256GB - Hang trung bay,Vivo,V30 5G,8GB,256GB,44730000.0,43730000.0,Con hang,Hang trung bay,TGDD,2026-06-11
PROD_TGD_100794,Dien thoai Samsung Galaxy S24 Ultra 16GB/128GB - Moi 100%,Samsung,Galaxy S24 Ultra,16GB,128GB,41330000.0,40330000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100795,Dien thoai Vivo V30 5G 12GB/256GB - Moi 100%,vivo,V30 5G,12GB,256GB,41310000.0,40310000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100796,Dien thoai Vivo X100 Pro 12GB/64GB - Moi 100%,Vivo,X100 Pro,12GB,64GB,39970000.0,38970000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100797,Dien thoai Xiaomi Poco X6 Pro 6GB/128GB - Moi 100%,Xiaomi,Poco X6 Pro,6GB,128GB,43170000.0,42670000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100798,Dien thoai Realme Realme 12 Rest 16GB/128GB - Moi 100%,Realme,Realme 12 Rest,16GB,128GB,44760000.0,44760000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100799,Dien thoai Samsung Galaxy Z Fold6 12GB/256GB - Da kich hoat,Samsung,Galaxy Z Fold6,12GB,256GB,43190000.0,42190000.0,Con hang,Da kich hoat,CellphoneS,2026-06-11
PROD_CEL_100800,Dien thoai Vivo V30 5G 6GB/512GB - Moi 100%,Vivo,V30 5G,6GB,512GB,,35800000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100801,Dien thoai Realme Realme 12 Rest 12GB/128GB - Moi 100%,Realme,Realme 12 Rest,12GB,128GB,39270000.0,38270000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100802,Dien thoai Samsung Galaxy S24 Ultra 12GB/256GB - Da kich hoat,Samsung,Galaxy S24 Ultra,12GB,256GB,37180000.0,36680000.0,Con hang,Da kich hoat,CellphoneS,2026-06-11
PROD_CEL_100803,Dien thoai Xiaomi Poco X6 Pro 12GB/1TB - Moi 100%,Xiaomi,Poco X6 Pro,12GB,1TB,35790000.0,34790000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100804,Dien thoai Xiaomi Poco X6 Pro 16GB/64GB - Moi 100%,Xiaomi,Poco X6 Pro,16GB,64GB,31630000.0,31630000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100805,Dien thoai Vivo X100 Pro 4GB/512GB - Moi 100%,Vivo,X100 Pro,4GB,512GB,35890000.0,35390000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100806,Dien thoai Realme Realme 12 Rest 4GB/64GB - Moi 100%,Realme,Realme 12 Rest,4GB,64GB,40470000.0,39970000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100807,Dien thoai Apple iPhone 14 Pro 12GB/256GB - Moi 100%,Apple,iPhone 14 Pro,12GB,256GB,32180000.0,32180000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100808,Dien thoai Samsung Galaxy S24 Ultra 12GB/1TB - Moi 100%,Samsung,Galaxy S24 Ultra,12GB,1TB,30410000.0,29410000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100809,Dien thoai Vivo V30 5G 12GB/64GB - Moi 100%,Vivo,V30 5G,12GB,64GB,39200000.0,37200000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100810,Dien thoai Realme Realme C65 6GB/512GB - Moi 100%,realme,Realme C65,6GB,512GB,38110000.0,,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100811,Dien thoai Oppo A78 6GB/256GB - Moi 100%,Oppo,A78,6GB,256GB,31530000.0,30530000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100812,Dien thoai Oppo Find N3 Flip 12GB/1TB - Moi 100%,Oppo,Find N3 Flip,12GB,1TB,31240000.0,29240000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100813,Dien thoai Vivo V30 5G 12GB/256GB - Moi 100%,Vivo,V30 5G,12GB,256GB,34000000.0,34000000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100814,Dien thoai Xiaomi Poco X6 Pro 12GB/128GB - Moi 100%,Xiaomi,Poco X6 Pro,12GB,128GB,30420000.0,29920000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100815,Dien thoai Oppo Reno11 F 16GB/64GB - Moi 100%,Oppo,Reno11 F,16GB,64GB,33880000.0,33380000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100816,Dien thoai Vivo Y100 8GB/512GB - Moi 100%,Vivo,Y100,8GB,512GB,37640000.0,36640000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100817,Dien thoai Realme Realme Note 50 16GB/256GB - Moi 100%,Realme,Realme Note 50,16GB,256GB,37480000.0,36980000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100818,Dien thoai Realme Realme 12 Rest 4GB/512GB - Moi 100%,Realme,Realme 12 Rest,4GB,512GB,38630000.0,38130000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100819,Dien thoai Oppo Reno11 F 12GB/1TB - Moi 100%,Oppo,Reno11 F,12GB,1TB,36660000.0,36660000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100820,Dien thoai Xiaomi Redmi Note 13 6GB/1TB - Moi 100%,Xiaomi,Redmi Note 13,6GB,1TB,30450000.0,29450000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100821,Dien thoai Apple iPhone 15 Pro Max 16GB/1TB - Moi 100%,Apple,iPhone 15 Pro Max,16GB,1TB,33710000.0,33210000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100822,Dien thoai Apple iPhone 15 Pro Max 12GB/128GB - Moi 100%,Apple,iPhone 15 Pro Max,12GB,128GB,34560000.0,34560000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100823,Dien thoai Realme Realme C65 6GB/64GB - Moi 100%,Realme,Realme C65,6GB,64GB,44430000.0,42430000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100824,Dien thoai Apple iPhone 13 8GB/128GB - Moi 100%,Apple,iPhone 13,8GB,128GB,31020000.0,31020000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100825,Dien thoai Samsung Galaxy A55 6GB/1TB - Moi 100%,samsung,Galaxy A55,6GB,1TB,38640000.0,38140000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100826,Dien thoai Samsung Galaxy A55 16GB/512GB - Moi 100%,Samsung,Galaxy A55,16GB,512GB,39690000.0,37690000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100827,Dien thoai Oppo Find N3 Flip 4GB/1TB - Moi 100%,Oppo,Find N3 Flip,4GB,1TB,33800000.0,33300000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100828,Dien thoai Oppo Find N3 Flip 12GB/1TB - Moi 100%,Oppo,Find N3 Flip,12GB,1TB,35410000.0,33410000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100829,Dien thoai Realme Realme 12 Rest 12GB/256GB - Moi 100%,Realme,Realme 12 Rest,12GB,256GB,36530000.0,36530000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100830,Dien thoai Vivo X100 Pro 16GB/256GB - Moi 100%,Vivo,X100 Pro,16GB,256GB,43950000.0,43450000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100831,Dien thoai Samsung Galaxy A55 6GB/256GB - Moi 100%,Samsung,Galaxy A55,6GB,256GB,33340000.0,32840000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100832,Dien thoai Oppo Reno11 F 6GB/256GB - Da kich hoat,Oppo,Reno11 F,6GB,256GB,41050000.0,40050000.0,Con hang,Da kich hoat,TGDD,2026-06-11
PROD_CEL_100833,Dien thoai Xiaomi Poco X6 Pro 8GB/1TB - Moi 100%,Xiaomi,Poco X6 Pro,8GB,1TB,33390000.0,32390000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100834,Dien thoai Xiaomi Xiaomi 14 6GB/256GB - Moi 100%,Xiaomi,Xiaomi 14,6GB,256GB,39750000.0,38750000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100835,Dien thoai Realme Realme C65 8GB/512GB - Moi 100%,Realme,Realme C65,8GB,512GB,34850000.0,32850000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100836,Dien thoai Vivo X100 Pro 12GB/64GB - Moi 100%,Vivo,X100 Pro,12GB,64GB,35430000.0,34930000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100837,Dien thoai Vivo X100 Pro 16GB/512GB - Moi 100%,Vivo,X100 Pro,16GB,512GB,36470000.0,35470000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100838,Dien thoai Xiaomi Redmi Note 13 4GB/1TB - Moi 100%,Xiaomi,Redmi Note 13,4GB,1TB,40720000.0,38720000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100839,Dien thoai Apple iPhone 13 4GB/64GB - Moi 100%,Apple,iPhone 13,4GB,64GB,38870000.0,37870000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100840,Dien thoai Oppo Find N3 Flip 8GB/1TB - Moi 100%,oppo,Find N3 Flip,8GB,1TB,33880000.0,33380000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100841,Dien thoai Realme Realme Note 50 16GB/512GB - Moi 100%,Realme,Realme Note 50,16GB,512GB,35550000.0,35050000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100842,Dien thoai Oppo A78 12GB/64GB - Moi 100%,Oppo,A78,12GB,64GB,31420000.0,29420000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100843,Dien thoai Realme Realme C65 6GB/512GB - Moi 100%,Realme,Realme C65,6GB,512GB,44000000.0,44000000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100844,Dien thoai Realme Realme 12 Rest 4GB/128GB - Da kich hoat,Realme,Realme 12 Rest,4GB,128GB,30320000.0,29320000.0,Con hang,Da kich hoat,TGDD,2026-06-11
PROD_CEL_100845,Dien thoai Vivo V30 5G 12GB/64GB - Moi 100%,Vivo,V30 5G,12GB,64GB,43670000.0,41670000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100846,Dien thoai Realme Realme 12 Rest 4GB/1TB - Moi 100%,Realme,Realme 12 Rest,4GB,1TB,39550000.0,39050000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100847,Dien thoai Vivo V30 5G 16GB/256GB - Moi 100%,Vivo,V30 5G,16GB,256GB,40070000.0,39570000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100848,Dien thoai Samsung Galaxy A55 6GB/512GB - Moi 100%,Samsung,Galaxy A55,6GB,512GB,43690000.0,42690000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100849,Dien thoai Xiaomi Redmi Note 13 16GB/128GB - Moi 100%,Xiaomi,Redmi Note 13,16GB,128GB,44460000.0,42460000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100850,Dien thoai Apple iPhone 14 Pro 8GB/512GB - Da kich hoat,Apple,iPhone 14 Pro,8GB,512GB,37280000.0,36780000.0,Con hang,Da kich hoat,CellphoneS,2026-06-11
PROD_CEL_100851,Dien thoai Apple iPhone 15 Pro Max 4GB/512GB - Moi 100%,Apple,iPhone 15 Pro Max,4GB,512GB,41680000.0,41180000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100852,Dien thoai Xiaomi Poco X6 Pro 4GB/1TB - Moi 100%,Xiaomi,Poco X6 Pro,4GB,1TB,40230000.0,39230000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100853,Dien thoai Samsung Galaxy S24 Ultra 6GB/512GB - Moi 100%,Samsung,Galaxy S24 Ultra,6GB,512GB,30500000.0,30500000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100854,Dien thoai Xiaomi Poco X6 Pro 8GB/128GB - Hang trung bay,Xiaomi,Poco X6 Pro,8GB,128GB,30860000.0,28860000.0,Con hang,Hang trung bay,TGDD,2026-06-11
PROD_TGD_100855,Dien thoai Oppo Find N3 Flip 12GB/64GB - Moi 100%,oppo,Find N3 Flip,12GB,64GB,36390000.0,,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100856,Dien thoai Oppo Find N3 Flip 12GB/1TB - Da kich hoat,Oppo,Find N3 Flip,12GB,1TB,38590000.0,36590000.0,Con hang,Da kich hoat,TGDD,2026-06-11
PROD_TGD_100857,Dien thoai Vivo V30 5G 6GB/1TB - Moi 100%,Vivo,V30 5G,6GB,1TB,36250000.0,35250000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100858,Dien thoai Oppo Find N3 Flip 4GB/64GB - Moi 100%,Oppo,Find N3 Flip,4GB,64GB,34600000.0,34100000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100859,Dien thoai Oppo Find N3 Flip 16GB/128GB - Moi 100%,Oppo,Find N3 Flip,16GB,128GB,38060000.0,36060000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100860,Dien thoai Samsung Galaxy S24 Ultra 12GB/1TB - Moi 100%,Samsung,Galaxy S24 Ultra,12GB,1TB,38590000.0,37590000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100861,Dien thoai Apple iPhone 15 Pro Max 4GB/1TB - Moi 100%,Apple,iPhone 15 Pro Max,4GB,1TB,36710000.0,34710000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100862,Dien thoai Oppo Find N3 Flip 8GB/512GB - Moi 100%,Oppo,Find N3 Flip,8GB,512GB,30200000.0,29700000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100863,Dien thoai Vivo V30 5G 8GB/256GB - Moi 100%,Vivo,V30 5G,8GB,256GB,44950000.0,44950000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100864,Dien thoai Oppo A78 16GB/128GB - Moi 100%,Oppo,A78,16GB,128GB,33920000.0,33920000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100865,Dien thoai Realme Realme C65 6GB/128GB - Da kich hoat,Realme,Realme C65,6GB,128GB,30040000.0,29540000.0,Het hang,Da kich hoat,CellphoneS,2026-06-11
PROD_TGD_100866,Dien thoai Realme Realme 12 Rest 16GB/64GB - Moi 100%,Realme,Realme 12 Rest,16GB,64GB,42570000.0,41570000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100867,Dien thoai Apple iPhone 14 Pro 16GB/256GB - Moi 100%,Apple,iPhone 14 Pro,16GB,256GB,34020000.0,33020000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100868,Dien thoai Apple iPhone 14 Pro 6GB/64GB - Moi 100%,Apple,iPhone 14 Pro,6GB,64GB,31000000.0,31000000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100869,Dien thoai Apple iPhone 13 12GB/256GB - Moi 100%,Apple,iPhone 13,12GB,256GB,36280000.0,35280000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100870,Dien thoai Xiaomi Poco X6 Pro 6GB/1TB - Moi 100%,xiaomi,Poco X6 Pro,6GB,1TB,42020000.0,41020000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100871,Dien thoai Oppo Find N3 Flip 4GB/64GB - Moi 100%,Oppo,Find N3 Flip,4GB,64GB,40810000.0,40810000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100872,Dien thoai Xiaomi Xiaomi 14 12GB/256GB - Da kich hoat,Xiaomi,Xiaomi 14,12GB,256GB,35310000.0,34310000.0,Con hang,Da kich hoat,TGDD,2026-06-11
PROD_CEL_100873,Dien thoai Realme Realme C65 12GB/256GB - Moi 100%,Realme,Realme C65,12GB,256GB,35550000.0,34550000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100874,Dien thoai Vivo V30 5G 8GB/512GB - Moi 100%,Vivo,V30 5G,8GB,512GB,44090000.0,44090000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100875,Dien thoai Realme Realme Note 50 8GB/512GB - Moi 100%,Realme,Realme Note 50,8GB,512GB,34750000.0,34250000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100876,Dien thoai Vivo V30 5G 16GB/128GB - Moi 100%,Vivo,V30 5G,16GB,128GB,41930000.0,41430000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100877,Dien thoai Xiaomi Xiaomi 14 6GB/256GB - Moi 100%,Xiaomi,Xiaomi 14,6GB,256GB,35800000.0,34800000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100878,Dien thoai Realme Realme C65 6GB/128GB - Moi 100%,Realme,Realme C65,6GB,128GB,38940000.0,38440000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100879,Dien thoai Realme Realme 12 Rest 12GB/64GB - Moi 100%,Realme,Realme 12 Rest,12GB,64GB,41750000.0,40750000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100880,Dien thoai Realme Realme 12 Rest 8GB/1TB - Moi 100%,Realme,Realme 12 Rest,8GB,1TB,,44270000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100881,Dien thoai Apple iPhone 13 4GB/64GB - Moi 100%,Apple,iPhone 13,4GB,64GB,42050000.0,41550000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100882,Dien thoai Realme Realme C65 6GB/128GB - Moi 100%,Realme,Realme C65,6GB,128GB,43250000.0,42750000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100883,Dien thoai Realme Realme C65 8GB/1TB - Moi 100%,Realme,Realme C65,8GB,1TB,44450000.0,43950000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100884,Dien thoai Apple iPhone 13 8GB/512GB - Moi 100%,Apple,iPhone 13,8GB,512GB,31210000.0,30210000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100885,Dien thoai Samsung Galaxy Z Fold6 12GB/512GB - Moi 100%,samsung,Galaxy Z Fold6,12GB,512GB,43380000.0,42380000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100886,Dien thoai Oppo Reno11 F 12GB/256GB - Moi 100%,Oppo,Reno11 F,12GB,256GB,37010000.0,36010000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100887,Dien thoai Vivo X100 Pro 12GB/64GB - Moi 100%,Vivo,X100 Pro,12GB,64GB,37580000.0,37580000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100888,Dien thoai Apple iPhone 13 8GB/256GB - Moi 100%,Apple,iPhone 13,8GB,256GB,38510000.0,38010000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100889,Dien thoai Samsung Galaxy A55 8GB/64GB - Moi 100%,Samsung,Galaxy A55,8GB,64GB,37890000.0,37390000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100890,Dien thoai Oppo Find N3 Flip 12GB/512GB - Hang trung bay,Oppo,Find N3 Flip,12GB,512GB,39810000.0,39810000.0,Con hang,Hang trung bay,TGDD,2026-06-11
PROD_TGD_100891,Dien thoai Apple iPhone 14 Pro 4GB/512GB - Hang trung bay,Apple,iPhone 14 Pro,4GB,512GB,44290000.0,43290000.0,Con hang,Hang trung bay,TGDD,2026-06-11
PROD_CEL_100892,Dien thoai Samsung Galaxy Z Fold6 16GB/512GB - Moi 100%,Samsung,Galaxy Z Fold6,16GB,512GB,37540000.0,37040000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100893,Dien thoai Realme Realme Note 50 16GB/1TB - Moi 100%,Realme,Realme Note 50,16GB,1TB,35120000.0,35120000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100894,Dien thoai Vivo Y100 6GB/512GB - Moi 100%,Vivo,Y100,6GB,512GB,34300000.0,32300000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100895,Dien thoai Apple iPhone 13 8GB/1TB - Moi 100%,Apple,iPhone 13,8GB,1TB,38080000.0,38080000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100896,Dien thoai Oppo Reno11 F 16GB/1TB - Moi 100%,Oppo,Reno11 F,16GB,1TB,42490000.0,40490000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100897,Dien thoai Oppo Reno11 F 12GB/1TB - Moi 100%,Oppo,Reno11 F,12GB,1TB,34520000.0,34520000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100898,Dien thoai Samsung Galaxy S24 Ultra 16GB/256GB - Moi 100%,Samsung,Galaxy S24 Ultra,16GB,256GB,40150000.0,38150000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100899,Dien thoai Vivo V30 5G 6GB/256GB - Moi 100%,Vivo,V30 5G,6GB,256GB,35840000.0,35840000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100900,Dien thoai Xiaomi Poco X6 Pro 8GB/1TB - Moi 100%,xiaomi,Poco X6 Pro,8GB,1TB,41030000.0,,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100901,Dien thoai Samsung Galaxy S24 Ultra 8GB/64GB - Moi 100%,Samsung,Galaxy S24 Ultra,8GB,64GB,31130000.0,30130000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100902,Dien thoai Samsung Galaxy A55 6GB/256GB - Moi 100%,Samsung,Galaxy A55,6GB,256GB,39390000.0,39390000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100903,Dien thoai Samsung Galaxy Z Fold6 8GB/512GB - Da kich hoat,Samsung,Galaxy Z Fold6,8GB,512GB,44190000.0,43690000.0,Het hang,Da kich hoat,TGDD,2026-06-11
PROD_CEL_100904,Dien thoai Realme Realme C65 16GB/128GB - Moi 100%,Realme,Realme C65,16GB,128GB,40860000.0,38860000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100905,Dien thoai Xiaomi Redmi Note 13 6GB/64GB - Moi 100%,Xiaomi,Redmi Note 13,6GB,64GB,30010000.0,29510000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100906,Dien thoai Samsung Galaxy S24 Ultra 16GB/1TB - Moi 100%,Samsung,Galaxy S24 Ultra,16GB,1TB,43600000.0,42600000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100907,Dien thoai Oppo Reno11 F 6GB/1TB - Moi 100%,Oppo,Reno11 F,6GB,1TB,40970000.0,38970000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100908,Dien thoai Oppo Find N3 Flip 6GB/64GB - Moi 100%,Oppo,Find N3 Flip,6GB,64GB,34220000.0,34220000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100909,Dien thoai Samsung Galaxy S24 Ultra 8GB/1TB - Moi 100%,Samsung,Galaxy S24 Ultra,8GB,1TB,30370000.0,29370000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100910,Dien thoai Samsung Galaxy S24 Ultra 6GB/1TB - Moi 100%,Samsung,Galaxy S24 Ultra,6GB,1TB,34900000.0,32900000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100911,Dien thoai Xiaomi Poco X6 Pro 8GB/256GB - Da kich hoat,Xiaomi,Poco X6 Pro,8GB,256GB,34130000.0,33130000.0,Con hang,Da kich hoat,CellphoneS,2026-06-11
PROD_TGD_100912,Dien thoai Vivo X100 Pro 8GB/128GB - Moi 100%,Vivo,X100 Pro,8GB,128GB,33110000.0,33110000.0,Con hang,Moi 100%,TGDD,2026-06-11
